timestamp,sentiment_score,tweet_volume,source
2022-01-01 00:00:00,0.1990142459033698,993,twitter
2022-01-01 01:00:00,0.008520709648644605,171,twitter
2022-01-01 02:00:00,0.24430656143020774,2734,twitter
2022-01-01 03:00:00,0.5069089569224076,78,twitter
2022-01-01 04:00:00,-0.02024601241700079,1764,twitter
2022-01-01 05:00:00,-0.020241087084754153,392,twitter
2022-01-01 06:00:00,0.5237638446522175,1674,twitter
2022-01-01 07:00:00,0.2802304187458726,742,twitter
2022-01-01 08:00:00,-0.09084231578048561,621,twitter
2022-01-01 09:00:00,0.2127680130757894,851,twitter
2022-01-01 10:00:00,-0.08902530784373867,986,twitter
2022-01-01 11:00:00,-0.08971892607107705,316,twitter
2022-01-01 12:00:00,0.12258868146981024,1274,twitter
2022-01-01 13:00:00,-0.5239840733973393,207,twitter
2022-01-01 14:00:00,-0.46747534975390986,588,twitter
2022-01-01 15:00:00,-0.11868625877229179,1040,twitter
2022-01-01 16:00:00,-0.2538493361003271,1367,twitter
2022-01-01 17:00:00,0.14427419977858216,731,twitter
2022-01-01 18:00:00,-0.22240722265636326,332,twitter
2022-01-01 19:00:00,-0.37369111040058745,1358,twitter
2022-01-01 20:00:00,0.4896946306764662,306,twitter
2022-01-01 21:00:00,-0.01773289014596069,2365,twitter
2022-01-01 22:00:00,0.07025846140637715,395,twitter
2022-01-01 23:00:00,-0.37742445586403706,118,twitter
2022-01-02 00:00:00,-0.11331481735755479,135,twitter
2022-01-02 01:00:00,0.08327677691295983,456,twitter
2022-01-02 02:00:00,-0.2952980732266908,599,twitter
2022-01-02 03:00:00,0.16270940550370158,3361,twitter
2022-01-02 04:00:00,-0.13019160697564147,160,twitter
2022-01-02 05:00:00,-0.03750812493798303,434,twitter
2022-01-02 06:00:00,-0.13051198366881905,157,twitter
2022-01-02 07:00:00,0.6056834553526813,394,twitter
2022-01-02 08:00:00,0.04595083257861983,2272,twitter
2022-01-02 09:00:00,-0.26731327868677013,163,twitter
2022-01-02 10:00:00,0.2967634736309567,940,twitter
2022-01-02 11:00:00,-0.31625309499130666,785,twitter
2022-01-02 12:00:00,0.11265907850142662,437,twitter
2022-01-02 13:00:00,-0.5379010371639326,1042,twitter
2022-01-02 14:00:00,-0.34845581466952913,169,twitter
2022-01-02 15:00:00,0.10905837076073706,2343,twitter
2022-01-02 16:00:00,0.2715399739986231,3515,twitter
2022-01-02 17:00:00,0.10141048435699115,464,twitter
2022-01-02 18:00:00,0.015305515283527846,4620,twitter
2022-01-02 19:00:00,-0.04033110867678663,280,twitter
2022-01-02 20:00:00,-0.3935565971102282,838,twitter
2022-01-02 21:00:00,-0.16595326251841258,1968,twitter
2022-01-02 22:00:00,-0.08819163128793624,276,twitter
2022-01-02 23:00:00,0.36713666786567467,138,twitter
2022-01-03 00:00:00,0.1530854868705384,92,twitter
2022-01-03 01:00:00,-0.4789120466088202,4683,twitter
2022-01-03 02:00:00,0.1472251908184385,271,twitter
2022-01-03 03:00:00,-0.06552468412489496,356,twitter
2022-01-03 04:00:00,-0.15307660009178758,152,twitter
2022-01-03 05:00:00,0.23350288665226038,1284,twitter
2022-01-03 06:00:00,0.3592998567487853,250,twitter
2022-01-03 07:00:00,0.3293840357348595,327,twitter
2022-01-03 08:00:00,-0.20176525696679154,653,twitter
2022-01-03 09:00:00,-0.042763712755364364,144,twitter
2022-01-03 10:00:00,0.14937902942106918,387,twitter
2022-01-03 11:00:00,0.34266353813670775,2200,twitter
2022-01-03 12:00:00,-0.09375227135358698,677,twitter
2022-01-03 13:00:00,-0.005697692999145132,461,twitter
2022-01-03 14:00:00,-0.28190049220180846,640,twitter
2022-01-03 15:00:00,-0.3088619872242012,357,twitter
2022-01-03 16:00:00,0.2937577467182594,3841,twitter
2022-01-03 17:00:00,0.4568720085712469,260,twitter
2022-01-03 18:00:00,0.02839696352589985,512,twitter
2022-01-03 19:00:00,0.35105986936760725,610,twitter
2022-01-03 20:00:00,0.15849080751429023,1281,twitter
2022-01-03 21:00:00,-0.14353592638153728,1389,twitter
2022-01-03 22:00:00,0.15841868165252418,451,twitter
2022-01-03 23:00:00,0.5114109699397907,814,twitter
2022-01-04 00:00:00,0.03925218826701454,581,twitter
2022-01-04 01:00:00,0.5193930967442019,62,twitter
2022-01-04 02:00:00,-0.7359235312269232,142,twitter
2022-01-04 03:00:00,0.29657075131256716,285,twitter
2022-01-04 04:00:00,0.07611412047145137,247,twitter
2022-01-04 05:00:00,-0.039702205139760235,125,twitter
2022-01-04 06:00:00,0.07752823296065069,919,twitter
2022-01-04 07:00:00,-0.5462706743802678,624,twitter
2022-01-04 08:00:00,-0.015901566351253574,330,twitter
2022-01-04 09:00:00,0.15713377145352392,131,twitter
2022-01-04 10:00:00,0.4933682134224548,574,twitter
2022-01-04 11:00:00,-0.1054810654820942,32,twitter
2022-01-04 12:00:00,-0.19254808086795627,407,twitter
2022-01-04 13:00:00,-0.10052711307536095,472,twitter
2022-01-04 14:00:00,0.32462063531062224,679,twitter
2022-01-04 15:00:00,0.14862533289790533,96,twitter
2022-01-04 16:00:00,-0.10892806113011162,560,twitter
2022-01-04 17:00:00,0.20398022993400683,170,twitter
2022-01-04 18:00:00,0.07912326480441212,193,twitter
2022-01-04 19:00:00,0.34059349715986675,1108,twitter
2022-01-04 20:00:00,-0.1606159281632057,3508,twitter
2022-01-04 21:00:00,-0.04829864397933045,444,twitter
2022-01-04 22:00:00,-0.06763244593964728,190,twitter
2022-01-04 23:00:00,-0.3890544844396356,676,twitter
2022-01-05 00:00:00,0.13883608311937282,1174,twitter
2022-01-05 01:00:00,0.1283165816539668,846,twitter
2022-01-05 02:00:00,0.05153403699273827,6589,twitter
2022-01-05 03:00:00,-0.020376140012544064,201,twitter
2022-01-05 04:00:00,-0.37461122261512425,713,twitter
2022-01-05 05:00:00,-0.0761935968296077,2042,twitter
2022-01-05 06:00:00,-0.05281435495803084,1877,twitter
2022-01-05 07:00:00,-0.19068318076648566,67,twitter
2022-01-05 08:00:00,0.001614286500197265,402,twitter
2022-01-05 09:00:00,0.17121525704436152,2084,twitter
2022-01-05 10:00:00,0.6158557703631591,11735,twitter
2022-01-05 11:00:00,0.10237334384955168,898,twitter
2022-01-05 12:00:00,0.12726511721682932,314,twitter
2022-01-05 13:00:00,0.02766622527014984,151,twitter
2022-01-05 14:00:00,-0.5256313645897124,5658,twitter
2022-01-05 15:00:00,0.04204583736523494,871,twitter
2022-01-05 16:00:00,0.06806906298230793,183,twitter
2022-01-05 17:00:00,0.7889726337455859,588,twitter
2022-01-05 18:00:00,-0.007708289434336754,554,twitter
2022-01-05 19:00:00,0.14046420270008375,791,twitter
2022-01-05 20:00:00,0.03958646908842701,170,twitter
